link,segment_tag,name,region,phone,email,description,site,rating_ref
https://www.alladvertising.ru/info/brandnew.html,BTL,BrandNew,Москва,+7 (495) 748-59-55,info@progressiongroup.ru,"Агентство BrandNew предлагает спектр услуг по организации специальных мероприятий для привлечения аудитории и стимулирования продаж: промо-акции, активации, мотивационные программы, спецпроекты в социальных сетях и Digital PR.",https://www.brandnew.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/merchandising_solutions.html,COMM_GROUP,Merchandising Solutions,Москва,+7 (495) 297-97-78,info@merchandisingsolutions.ru,Агентство «Мерчандайзинг Солюшнс» оказывает полный комплекс услуг по продвижению продукции в федеральных и региональных торговых розничных сетях.,https://www.merchandisingsolutions.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/master_in.html,BTL,Master In,Санкт-Петербург,+7 (495) 255-06-07,sale@master-in.ru,"Агентство «Мастер Ин» специализируется на проведении рекламных кампаний в бизнес-центрах и ВУЗах по всей России, а также предлагает услуги по организации промо-акций, размещению рекламы на транспорте, распространению печатной рекламной продукции, размещению нестандартных рекламных носителей.",https://master-in.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/carlo_btl.html,COMM_GROUP,PAPA CARLO,Москва,+7 (495) 385-84-00,welcome@papa-carlo.ru,"Специализированное BTL-агентство PAPA CARLO предлагает комплекс маркетинговых услуг по продвижению товаров и услуг с помощью организации промо-акций и знаковых мероприятий в Москве, Екатеринбурге, Новосибирске и других крупных городах России.",https://papa-carlo.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/progression_group.html,COMM_GROUP,Progression Group,Москва,+7 (495) 748-59-60,info@progressiongroup.ru,"Одна из крупнейших независимых групп на российском рекламном рынке, специализирующаяся на решении стратегических задач в области маркетинга, медиапланирования, BTL и мерчандайзинга, digital-коммуникаций.",https://progressiongroup.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/red_agency.html,COMM_GROUP,RED Agency,Москва,+7 (495) 787-25-87,blue@red-agency.ru,"Агентство RED — это опытные специалисты российской BTL-индустрии, специализирующиеся на торговом маркетинге, организации промо-акций и мерчендайзинге в ритейле.

Компания осуществляет полный спектр услуг в сфере BTL — от разработки стандартов мерчендайзинга, программ лояльности и промо-акций до сложных интегрированных проектов.",https://red-agency.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/level_event_agency.html,BTL,Level Agency,Москва,+7 (495) 122-22-69,info@level-agency.com,"Event-агентство Level оказывает полный спектр услуг в сфере организации деловых и развлекательных событий, маркетинговых и PR-акций, внутренних и внешних коммуникаций, включая продакшн и продвижение в цифровой среде.",https://level-agency.com,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/7.html,COMM_GROUP,SEVEN,Москва,+7 (495) 748-59-59,info@7-agency.ru,"Одно из крупнейших агентств в области трейд-маркетинга на российском рынке, предоставляющее на федеральном уровне комплекс качественных услуг в области полевого маркетинга, мерчандайзинга и размещения POSM.",https://7-agency.ru/ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/leader_team.html,COMM_GROUP,LeaderTeam,Москва,+7 (495) 225-88-30,moscow@leaderteam.ru,"Компания LeaderTeam специализируется на предоставлении услуг в сфере трейд и ритейл-маркетинга: мерчандайзинг, HR-аутсорсинг, розничные сети и складская логистика, независимая инвентаризация и аналитика данных торговых сетей.",https://www.leaderteam.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/pos_management.html,COMM_GROUP,POS Management,Москва,+7 (495) 989-21-56,info@posmanagement.ru,"Агентство оказывает комплекс услуг в области торгового маркетинга и мерчандайзинга, помогая производителям и дистрибьюторам расширять сеть присутствия и продвигать продукцию в местах продаж.",https://posmanagement.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/adv_group.html,FULL_CYCLE,Группа АДВ,Москва,+7 (499) 707-07-07,info@advgroup.ru,"Лидирующая группа маркетинговых коммуникаций в России, предоставляющая широкий спектр компетенций в digtial, медиа, маркетинге, брендинге и PR. Сегодня Группа АДВ объединяет 12 специализированных коммуникационных агентства.",https://advgroup.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/deltaplan.html,FULL_CYCLE,Deltaplan,Екатеринбург,+7 (343) 222-07-07,office@delta-plan.ru,"Агентства группы Deltaplan предоставляют полный комплекс рекламных услуг: медиапланирование и размещение рекламы во всех видах медиа; разработка коммуникационных стратегий; креатив и продакшн; брендинг и нейминг; digital-продвижение, немедийные коммуникации, широкоформатная печать.",https://www.delta-plan.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/ra_voshod.html,FULL_CYCLE,Восход,Москва,+7 (495) 134-06-51,hello@voskhod.agency,"РА «Восход» — одно из лидирующих креативных агентств России, занимающееся созданием рекламных креативов, разработкой медиастратегий и сценариев для рекламных кампаний, размещением рекламы в Интернет и на ТВ, наружной рекламой.",https://voskhod.agency,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/imars.html,FULL_CYCLE,Аймарс,Москва,+7 (495) 234-57-46,nb@imars.ru,"Коммуникационная группа «Аймарс» оказывает комплекс услуг в сфере PR и рекламы, реализует проекты в цифровой среде (SMM и SEO), организует промо-акции и различные деловые мероприятия. Кроме того, компания занимается организацией российско-китайских и других зарубежных проектов.",http://imars.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/dot.html,FULL_CYCLE,DOT,Москва,+7 (495) 771-34-04,info@dot.ru,"DOT Digital Agency — одно из первых российских агентств, занявшихся созданием сайтов и рекламой в сети Интернет. На сегодняшний день компания является одним из лидеров в индустрии цифровых коммуникаций, предоставляя комплексную экспертизу в области веб-разработки, интернет-маркетинга и продакшна.",https://www.dot.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/eventum_premo.html,COMM_GROUP,Eventum Premo,Москва,+7 (495) 785-84-46,go@eventum-premo.ru,"Компания Eventum Premo занимает одно из лидирующих мест в сфере корпоративных и маркетинговых коммуникаций. Агентство специализируется на организации и проведении крупномасштабных мероприятий, создании инсталляций и пространственных интеграций, PR и поддержке участия в выставках, продвижении в цифровой среде.",https://eventum-premo.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/rodnaya_rech.html,FULL_CYCLE,Родная речь,Москва,+7 (495) 937-33-00,contact@rore.group,"Группа компаний «Родная речь» объединяет креативные и брендинговые, медийные и PR подразделения, специализируясь на реализации микса возможностей новых и классических медиа.",https://rore.group,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/young_capital.html,FULL_CYCLE,Young Capital,Москва,+7 (495) 969-51-35,New_business@youngcapital.ru,"Рекламное агентство Young Capital (ранее — Young&Rubicam) обладает огромной экспертизой и реализует масштабные проекты во всех видах медиа, сочетая аналитический подход и креативные решения.",http://www.youngcapital.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/agima.html,FULL_CYCLE,AGIMA,Москва,+7 (495) 981-01-85,info@agima.ru,"Полносервисное агентство интернет-маркетинга, специализирующееся на реализации сложных IT-решений, разработке мобильных приложений, создании сайтов и рекламе в интернете, SEO, SMO, комплексной поддержке интернет-проектов.",https://www.agima.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/affect.html,FULL_CYCLE,Affect,Москва,+7 977 563-74-52,hello@affect.ru,"Affect — одно из ведущих digital-агентств России, специализирующееся на нестандартных методах рекламы: вирусном маркетинге и продакшне, посеве информации и продвижении брендов в социальных сетях и СМИ.",https://affect.ru/ru/,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/mullenlowe.html,FULL_CYCLE,MullenLowe,Москва,+7 (495) 221-72-32,info@mullenlowe.ru,"MullenLowe — одно из крупнейших креативных агентств в России, предоставляющих полный цикл услуг в сфере позиционирования и стратегии, креативных разработок и продвижения брендов в традиционных и цифровых медиа.",https://mullenlowe.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/group4media.html,FULL_CYCLE,Group4Media,Москва,+7 (495) 641-40-80,info@group4m.ru,"Group4Media – это крупнейший российский холдинг по управлению медиа-инвестициями, включающий агентства Mediamind, Mediasystem и Mediamaker.",http://group4m.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/ruport.html,COMM_GROUP,Ruport,Краснодар,+7 (861) 277-65-77,info@ruport.ru,"Креативное агентство «Рупорт» оказывает комплекс услуг в области брендинга и дизайна, креатива и реализации рекламных и PR проектов, разработки сайтов, 3D визуализации и видео-продакшна.",https://ruport.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/lbl.html,FULL_CYCLE,LBL Communication Group,Москва,+7 (495) 789-45-42,info@lbl.ru,"Независимая российская коммуникационная группа, специализирующаяся на аналитике и разработке стратегий, креативных решениях, медиа-сервисе и Digital, организации промо-акций и масштабных мероприятий; занимается оформлением и производством полиграфической и сувенирной продукции, а так же оказывает PR-поддержку.",https://www.lbl.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/perspective_pro.html,FULL_CYCLE,Perspective,Москва,+7 (499) 754-80-80,hi@p-movie.ru,"Агентство и продакшн PERSPECTIVE оказывает полный спектр услуг по стратегическим и креативным разработкам и производству видео: создание имиджевых и рекламных роликов, корпоративных и презентационных фильмов; визуальные эффекты.",https://p-movie.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/sobytie_communications.html,COMM_GROUP,Sobytie Communications,Москва,+7 (495) 741-36-01,info@so-bytie.ru,"Коммуникационная группа «Событие» оказывает весь спектр услуг на рынке маркетинговых коммуникаций: от разработки комплексных стратегий и креативных концепций до реализации медийных кампаний, PR, Event- и BTL-проектов.",https://so-bytie.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/kb12_group.html,FULL_CYCLE,Группа «КБ-12»,Москва,+7 (499) 391-96-04,request@kb-12.com,"Группа компаний «КБ-12» специализируется на технологиях и креативе в маркетинге, веб-разработке и performance-маркетинге.",https://kb-12.com,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/mendeleev.html,FULL_CYCLE,Менделеев,Тюмень,8 800 222-20-90,sales@mendeleevm.ru,"Коммуникационное агентство «МЕНДЕЛЕЕВ» предлагает экспертизу в интернет-маркетинге, веб-разработке, PR и GR, дизайне и продакшне. Команда агентства проводит исследования и разрабатывает стратегии, создаёт дизайн и контент, предлагает актуальные инструменты для продвижения бизнеса.",https://xn--b1adcbaa4bek.xn--p1ai,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/redline_pr.html,FULL_CYCLE,Redline PR,Москва,+7 926 579-88-17,pr@redline-pr.ru,Коммуникационное агентство Redline PR специализируется на оказании полного цикла услуг для среднего и крупного бизнеса на территории России и в странах СНГ.,https://redline-pr.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/infomost_communications.html,FULL_CYCLE,Infomost Communications,Москва,+7 (495) 532-28-25,info@im-com.ru,"PR-агентство Infomost Communications оказывает комплекс услуг в области корпоративных и финансовых коммуникаций, занимается работой со СМИ и цифровыми медиа, создаёт годовые отчёты, работает над выстраиванием деловой репутации.",https://im-com.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/maximice.html,COMM_GROUP,MAXIMICE,Москва,+7 (495) 739-33-58,info@maximice.ru,"Организация бизнес-мероприятий — внутрикорпоративные, партнерские и клиентские мероприятия; нестандартные развлекательные и деловые события; презентации и роад-шоу; тимбилдинги и индивидуальные поездки; региональные программы и пресс-конференции и т.д.",https://maximice.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/worlds.html,COMM_GROUP,WORLDS,Москва,+7 (495) 225-73-21,brief@wrlds.ru,"Компания WORLDS — одно из ведущих event-агентств в России, занимающееся комплексным обслуживанием крупных корпоративных клиентов: организация корпоративных мероприятий, презентаций, конференций и тренингов, нестандартных активаций и интегрированных проектов.",https://wrlds.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/doctor_team.html,COMM_GROUP,DoctorTeam,Москва,+7 (499) 340-82-32,hello@doctorteam.ru,"DoctorTeam — эксперт в сфере организации корпоративных, маркетинговых и деловых мероприятий. В компетенцию агентства входят корпоративные праздники, тимбилдинги и разработка систем лояльности, конференции и выставки, бизнес-завтраки и пресс-туры, внутренний PR, а так же подготовка к открытию новых компаний, торговых точек и филиалов.",https://doctorteam.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/grata_adv.html,SOUVENIR,Grata Adv,Москва,+7 (495) 961-00-06,grata@grata-adv.ru,"Коммуникационное агентство полного цикла Grata Adv занимается организацией деловых, корпоративных и развлекательных мероприятий, реализацией и сопровождением выставочных проектов.",https://grata-adv.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/uts.html,COMM_GROUP,UTS,Москва,8 800 707-07-24,sales@utstravel.ru,"Event-агентство UTS занимается организацией деловых поездок (MICE), корпоративных и маркетинговых мероприятий: конференций и семинаров, встреч и презентаций, а также спортивных проектов, выставок и фестивалей.",https://uts-event.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/market_group.html,COMM_GROUP,Market Group,Москва,+7 (495) 137-70-25,info@themarketgroup.ru,"Коммуникационное агентство Market Group оказывает широкий спектр услуг в сферах PR и организации мероприятий, разработки и продвижения нестандартных проектов в цифровой среде.",http://themarketgroup.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/otido_group.html,COMM_GROUP,OTIDO Group,Санкт-Петербург,+7 (812) 677-55-01,spb@otido-group.ru,"Компания OTIDO предоставляет широкий спектр оборудования для технического обеспечения мероприятий в Москве и Санкт-Петербурге: аренда шатров и мебели, сценические конструкции, световое и звуковое оборудование, кейтеринг и элементы декора, а так же оказывает сопутствующие услуги по организации событий.",https://otido-group.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/stagepro.html,COMM_GROUP,StagePro,Санкт-Петербург,+7 (812) 601-06-48,info@stagepro.ru,"StagePro — крупнейшая сценическая компания в сфере технического обеспечения мероприятий на Северо-Западе России: поставки конструкций и оборудования, оформление мероприятий и производство декораций, полное техническое обеспечение и сопровождение проектов.",https://stagepro.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/nevent.html,COMM_GROUP,Невент,Самара,8 800 550-40-35,nevent@inbox.ru,"Компания «Невент» объединяет команду специалистов в области организации программ тимбилдинга, квестов, тренингов и бизнес-игр, деловых мероприятий и корпоративных праздников.",https://nevent.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/intelsport.html,COMM_GROUP,ИнтелСпорт,Москва,+7 (495) 514-42-32,office@intelsport.ru,"Компания специализируется на проведении корпоративных турниров по интеллектуальным и спортивным играм, а также на организации различных спортивных мероприятий и тимбилдинге. Агентство оказывает весь комплекс услуг по креативному и техническому обеспечению мероприятий.",https://intelsport.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/win2win_communications.html,COMM_GROUP,Win2Win Communications,Москва,+7 (495) 664-48-00,info@win2win.ru,"Коммуникационное агентство Win2Win Communications оказывает широкий спектр услуг по разработке и реализации стратегий взаимодействия с аудиторией, сотрудниками и партнерами.",https://win2win.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/sur_event_agency.html,COMM_GROUP,SUR event agency,Нижний Новгород,+7 (831) 422-81-04,info@surpriznn.ru,"Event-агентство SUR («Студия Сюрприз») создаёт различные мероприятия и реализует комплексные коммуникационные стратегии, усиливающие бренды, вовлекающие аудиторию и дающие измеримые результаты. Агентство является одним из лидеров в сфере организации корпоративных мероприятий и событийного маркетинга, реализуя проекты, направленные на решение HR и маркетинговых задач.",https://www.surpriznn.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/redday_event.html,COMM_GROUP,Redday event,Москва,+7 (495) 180-04-20,info@redday.ec,"Событийное агентство Redday event специализируется на организации масштабных мероприятий: корпоративные праздники, конференции, презентации, официальные встречи и т.д.",https://redday.events,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/big_jack.html,COMM_GROUP,BIG JACK,Москва,+7 985 760-08-01,sales@bigjack24.ru,"Event-агентство BIG JACK специализируется на организации масштабных деловых событий, корпоративных мероприятий, тренингов и тимбилдингов, конференций и семинаров, а также крупных промо-мероприятий (запуск новых брендов, открытие магазинов).",https://bigjack24.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/atomexpo.html,COMM_GROUP,Атомэкспо,Москва,+7 (499) 922-89-95,mail@atomexpo.com,"Компания «Атомэкспо» предлагает комплекс услуг в сфере организационной поддержки выставок, презентаций и других деловых мероприятий — от разработки концепции, подбора и оформления площадки до привлечения участников и информационной поддержки.",https://atomexpo.com,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/abd_entertainment.html,COMM_GROUP,ABD: Entertainment,Москва,+7 (495) 107-05-24,info@abd-ent.ru,"Event-студия «ABD: Entertainment» занимается организацией маркетинговых и деловых мероприятий, корпоративных и частных событий; разрабатывает креативные концепции и сценарии.",https://abd-ent.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/twiga.html,COMM_GROUP,TWIGA,Москва,+7 (495) 987-35-95,ask@twiga.ru,"TWIGA Communication Group — крупнейшая независимая коммуникационная группа на территории СНГ, предлагающая все виды услуг в области коммуникаций: реклама, продвижение продукции, стимулирование продаж, креатив, дизайн, BTL, PR, медиа, digital, маркетинг.",https://twiga.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/oasis_business_gifts.html,SOUVENIR,Oasis,Москва,+7 (495) 150-12-12,sales@oasiscatalog.com,"Компания Oasis, один из ведущих игроков на рынке сувенирной продукции России, выпускает каталоги и занимается дистрибуцией широкого спектра сувенирной продукции, в которых представлено множество тематических сувениров от промо- до бизнес-класса, а также широкий спектр текстильной продукции, эксклюзивных сувениров и VIP-подарков для руководителей.",https://www.oasiscatalog.com,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/project_111.html,SOUVENIR,Проект 111,Санкт-Петербург,+7 (812) 389-44-14,info@gifts.ru,"Компания «Проект 111» является лидером российского рынка промоиндустрии, специализируясь на разработке, производстве и дистрибуции бизнес-подарков и мерча, промо-продукции и упаковки. Компания составляет собственные каталоги и постоянно развивает сеть региональных партнеров.",https://gifts.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/happy_gifts.html,SOUVENIR,Happy Gifts,Москва,+7 (495) 921-36-90,info@ipg.su,"Компания Happy Gifts (ООО «Интергифт») является одним из ведущих поставщиков сувенирной промо-продукции в России, а также располагает разветвленной партнёрской сетью (в том числе зарубежном) и собственным оборудованием для оказания услуг персонализации (нанесение логотипов, создание мерча).

Компания объединяет 19 филиалов и широкую дилерскую сеть на территории РФ и ближнего зарубежья.",https://happygifts.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/ipk_platina.html,SOUVENIR,Платина,Красноярск,+7 (391) 265-59-61,info@platinaipk.ru,"ИПК «Платина» оказывает комплекс услуг по разработке и производству корпоративной презентационной продукции: корпоративные календари, юбилейные издания, книги, сувенирные наборы.",https://platinaipk.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/admos.html,SOUVENIR,ADMOS,Москва,+7 (495) 646-15-10,zapros@admos.ru,Компания ADMOS специализируется на разработке концепций промо- и бизнес-подарков; оказывает услуги в области производства сувенирной продукции; занимается оформлением и производством печатных и POS-материалов.,https://admos-gifts.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/pragmatica.html,SOUVENIR,Прагматика,Екатеринбург,+7 (343) 253-15-76,info@pragmatica.ru,"Рекламно-производственная компания представляет интересы ведущих сувенирных каталогов и предлагает огромный выбор рекламных и бизнес-сувениров российского и зарубежного производства, а так же оказывает услуги по нанесению фирменной символики и производству рекламной полиграфии.",https://pragmatica.gifts,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/illan_gifts.html,SOUVENIR,Иллан Gifts,Санкт-Петербург,+7 (812) 704-84-71,N/A,Компания Иллан Gifts — одна из крупнейших российских компаний на рынке разработки и поставок качественной сувенирной продукции и бизнес-подарков с фирменной символикой.,https://www.illan-gifts.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/presentime.html,SOUVENIR,ПрезенТайм,Нижний Новгород,+7 (831) 216-13-13,info@presentime.su,"Разработка, производство и продажа сувенирной продукции (деловые сувениры и подарки) из ведущих каталогов со склада в Нижнем Новгороде, а также оказание услуг по персонализации (нанесению символики).",https://presentime.online,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/ocean.html,SOUVENIR,ОКЕАН бизнес сувениров,Самара,+7 (846) 979-71-72,region@oceangifts.ru,"Компания «Океан бизнес-сувениров» является одним из крупнейших оптовых поставщиков бизнес-сувениров и элитных подарков в России, а также оказывает широкий спектр услуг по нанесению фирменной символики.",https://www.oceangifts.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/zeytz.html,COMM_GROUP,Zeytz,Москва,+7 (495) 662-97-85,welcome@zeytz.ru,"Группа ZEYTZ — эксперт в производстве рекламной, полиграфической, сувенирной и текстильной продукции, оформлении мест продаж, автоматизации рекламных поставок в федеральные сети. Компании принадлежат крупнейшая в России интерьерная латексная типография и швейный цех «Швейц» в Рязани.",https://www.zeytz.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/alter_ego.html,SOUVENIR,Alter Ego,Москва,+7 (495) 150-30-77,info@altereg.ru,"Компания «Альтер Эго» занимается производством и поставкой сувениров и корпоративных подарков, сотрудничая с крупнейшими поставщиками из России, Европы и Китая. В перечне услуг компании: разработка идей и индивидуальный дизайн, изготовление сувенирной и полиграфической продукции, все виды нанесения и персонализации, упаковка и оформление наборов, собственная служба логистики и складской комплекс.",https://altereg.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/lbk_marketing_pro.html,SOUVENIR,LBK Marketing Pro,Москва,+7 (495) 989-12-36,zakaz@lbk-mpro.ru,"Сервисно-производственная компания «ЛБК Маркетинг Продакшен» является одним из лидеров в области разработки и производства POS-материалов и промо-дисплеев, а также промо-упаковки и различных рекламных материалов.",http://lbk-mpro.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/eklektika.html,SOUVENIR,Эклектика,Москва,+7 (495) 129-53-72,team@eklektika.ru,"Компания «Эклектика» специализируется на оптовых поставках сувенирной продукции и бизнес-подарков от известных мировых производителей, а также оказывает услуги по разработке индивидуальных решений и нанесению фирменной символики.",https://eklektika.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/ergonomika.html,SOUVENIR,Эргономика,Владивосток,+7 (423) 230-22-10,info@krs-vl.ru,"Компания «Эргономика» — один из крупнейших игроков на рынке бизнес-сувениров на Дальнем Востоке России: подбор продукции по крупнейшим каталогам и производство сувениров по индивидуальным эскизам, нанесение фирменной символики любыми методами (тиснение, гравировка, шелкография, сублимация и т.д.)",https://krs-vl.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/yamaika.html,SOUVENIR,яМайка,Санкт-Петербург,+7 (812) 490-75-80,opt@i-maika.ru,"Сеть современных магазинов-типографий, позволяющих быстро выбрать и нанести свой дизайн на футболку, майку, толстовку и другой текстиль. Две студии находятся в Санкт-Петербурге и одна в Москве.",https://www.i-maika.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/infinity_project.html,COMM_GROUP,Infinity Project,Москва,+7 (495) 989-17-53,order@infinity-project.ru,"Infinity Project — рекламно-маркетинговое агентство полного цикла, помогающее брендам выстраивать коммуникацию с потребителями и партнёрами: разработка стратегий продвижения, организация спецпроектов и мероприятий, разработка сувенирной продукции, производство торгового оборудования, создание сайтов и контент-маркетинг.",https://infinity-project.ru,https://www.alladvertising.ru/top100/
